	cluster_node	PCC	gene_color	cluster_node_color
F08G12.3	8696	0.1862729108076296	(0.827464705882353, 0.0, 0.0, 1.0)	(0.8274647058823528, 0.0, 0.0, 1.0)
rnf-145	8696	0.1814595463147025	(0.827464705882353, 0.0, 0.0, 1.0)	(0.8274647058823528, 0.0, 0.0, 1.0)
rgs-9	8697	0.5489616431422076	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
F35C8.8	8697	0.4932618573033626	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
nas-18	8860	0.5772231415277975	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
T27A8.2	8860	0.5170081731411643	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
sri-66	8860	0.4286286610476562	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
W07B8.4	8861	0.7070289359965497	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
irld-26	8861	0.6426664715096834	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
T05E12.3	8861	0.5908064847598269	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
C08E3.14	8861	0.476927972410248	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
W06D11.5	8698	0.8110400618296717	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
srd-42	8699	0.1765470892178656	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
K09H9.1	9011	0.4770885563951155	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
K01G12.22	9037	0.7070289359965527	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
B0416.10	9037	0.427647508420357	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
F31F6.3	8959	0.4437158101104548	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
fbxa-184	9039	0.5772231415277993	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
clec-134	9039	0.5197320114734123	(0.827464705882353, 0.0, 0.0, 1.0)	(0.827464705882353, 0.0, 0.0, 1.0)
lips-2	9013	0.5772231415277997	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
ZK105.3	8218	0.3242829961098298	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
srh-138	8468	0.7070289359965523	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
H12I13.6	8468	0.6508354643388082	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
T05C7.7	8468	0.4439611322976798	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
K02D10.3	8468	0.3014955461052278	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
Y51H4A.22	8469	0.4315271666436555	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
his-48	8469	0.412698416682679	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
his-66	8469	0.4120210299090734	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
his-58	8469	0.4084042313942587	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
Y81B9A.3	8703	0.5772231415277982	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
srd-66	8703	0.5772231415277981	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
T10D4.14	8703	0.5356487852184025	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
rif-1.2	8703	0.4428935454962593	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
F20B6.5	8703	0.275379266259001	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
srbc-26	8219	0.3159143070605514	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
best-16	8219	0.3088534387207022	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
ilys-5	8219	0.2994668630548444	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
lys-7	8219	0.2911693900647523	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
Y59A8B.21	8219	0.1755881617854865	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
C27C12.3	8704	0.4107630634158145	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
gst-32	8869	0.3655319269459627	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
sydn-1	8869	0.1892273365670465	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
F12E12.6	8963	0.6404802295023473	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333333, 0.0, 0.0, 1.0)
fbxa-181	8963	0.5345499737112609	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333333, 0.0, 0.0, 1.0)
K01G12.3	8963	0.5190083112433	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333333, 0.0, 0.0, 1.0)
meg-4	8963	0.4947308095540927	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333333, 0.0, 0.0, 1.0)
F19B10.5	8963	0.4303858634253045	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333333, 0.0, 0.0, 1.0)
T10C6.16	8963	0.3270284989520233	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333333, 0.0, 0.0, 1.0)
slmp-1	8963	0.1595647622339499	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333333, 0.0, 0.0, 1.0)
srg-62	8870	0.3580854357088742	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
phm-2	7547	0.2024890726179868	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8222333333333334, 0.0, 0.0, 1.0)
cbs-2	7928	0.7280027769777933	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
M04G7.2	7928	0.7191966127613746	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
ZK616.65	7928	0.7128227534606296	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
cysl-4	7928	0.6514852836015431	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
ZK484.7	7928	0.6408151774727534	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
B0205.10	7928	0.6393561071293662	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
best-26	7928	0.635880975738318	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F44G3.7	7928	0.6240428617977327	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
wago-10	7928	0.6236878842469222	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
bgnt-1.6	7928	0.6236506571568792	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
tag-191	7928	0.6132038896057089	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
K08E4.7	7928	0.6113031995930138	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F36A2.14	7928	0.6093967432778055	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y116A8A.6	7928	0.6073404470083049	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
W03G1.2	7928	0.6063949232867779	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F25B3.4	7928	0.6057802719163641	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
best-25	7928	0.6043825129289901	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
ZK1053.6	7928	0.5925478803492945	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
K10H10.7	7928	0.5920657076137171	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
pfk-1.2	7928	0.5880962273507809	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
cpb-2	7928	0.5865322790686114	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y116A8A.4	7928	0.5850616004993939	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C43E11.5	7928	0.5835852320050786	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F35E2.5	7928	0.5827649333311686	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y38F1A.1	7928	0.5827592084703246	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
btb-2	7928	0.581966543422816	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
spe-17	7928	0.5713727647229064	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y39E4B.11	7928	0.5688208790972945	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
irld-6	7928	0.559853259915472	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C56G2.5	7928	0.5591850811276721	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
T23B7.2	7928	0.5589327954963215	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
ZK673.6	7928	0.5588252866449713	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
B0432.11	7928	0.5569300568163581	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F23B12.1	7928	0.5546870194141739	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
his-70	7928	0.5507026507785577	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
T06C10.3	7928	0.550130085152831	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y59E9AR.2	7928	0.5500998654170974	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y50E8A.10	7928	0.5485420215760389	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F21A3.4	7928	0.5424353417355587	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
ife-1	7928	0.538133996630071	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y81G3A.1	7928	0.5335596374131572	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C34D4.2	7928	0.5330646081324197	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F46A8.6	7928	0.5299360491759271	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
dhhc-13	7928	0.5240986343051721	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F36F12.7	7928	0.5200656935809139	(0.8222333333333334, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C33H5.16	7928	0.5148283704074885	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
oac-19	7928	0.5145692687788386	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F46F5.14	7928	0.5129654018972876	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C15H11.13	7928	0.5124741808668153	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
best-11	7928	0.5045853481404686	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
W03A5.1	7928	0.5039517671397431	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C09G5.7	7928	0.5023187765263287	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
irld-57	7928	0.4863313794272044	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F01G10.5	7928	0.4842389373848434	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y75B7B.1	7928	0.4836048372003402	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
dot-1.3	7928	0.4805756643380144	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
spe-49	7928	0.4789392468947023	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y54F10BM.3	7928	0.4707535683126535	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C09B9.7	7928	0.4396175428707442	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y69F12A.1	7928	0.4388210529727084	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
W09C3.1	7928	0.4373176862247647	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
srsx-13	7928	0.4244652777457462	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C38D4.7	7928	0.4227821924227057	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y23H5B.12	7928	0.4178738828751273	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y57G11C.8	7928	0.4100467017646222	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
cnnm-5	7928	0.4055063311818909	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C28F5.1	7928	0.4023664794271496	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
ZC412.9	7928	0.402230962994699	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
ipla-5	7928	0.3992379725160237	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
C32E8.1	7928	0.3938321298285505	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
F14E5.8	7928	0.3736511062331965	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
Y66A7A.4	7928	0.3687455527961651	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
R10E4.3	7928	0.3640634679075215	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
cnnm-4	7928	0.3433721127736286	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
spe-42	7928	0.3209567230606233	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
clpp-1	7928	0.3177103954664954	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
spe-45	7928	0.2838926426769441	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8200592564298435, 0.0, 0.0, 1.0)
grl-19	8473	0.5586048239803826	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8170019607843138, 0.0, 0.0, 1.0)
R09E10.8	8473	0.3654407665127244	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8170019607843138, 0.0, 0.0, 1.0)
T16D1.1	8473	0.246072721610509	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8170019607843138, 0.0, 0.0, 1.0)
col-87	8473	0.1921507450199084	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8170019607843138, 0.0, 0.0, 1.0)
ZK507.1	8221	0.7920468458292255	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y46H3D.1	8221	0.7467200091157556	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
B0252.11	8221	0.7391896327391569	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
K09B11.5	8221	0.7378980484182577	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
gmeb-3	8221	0.7330790597397627	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
pph-2	8221	0.7324259427950923	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
ZK809.1	8221	0.7297330385475269	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C33F10.8	8221	0.7163936641178458	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
AC7.3	8221	0.7158665600508884	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F32B5.1	8221	0.7134676353180575	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
T08G3.13	8221	0.7031732734853932	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
oac-23	8221	0.6989791180585273	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y59H11AR.10	8221	0.6928518160347285	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
ZK849.1	8221	0.6885037748680315	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y116A8C.24	8221	0.6849937422277818	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F40G12.10	8221	0.6705291963025329	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C50F2.5	8221	0.6693191510084296	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F49F1.12	8221	0.6679573724545624	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F10G7.12	8221	0.6660795477711499	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
ZK686.5	8221	0.6652759391276784	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F20H11.4	8221	0.6626924687676492	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
ncr-2	8221	0.6623423874857068	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F36H12.9	8221	0.6591560926083706	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F57H12.5	8221	0.6561026919814537	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
R13H9.6	8221	0.652234761421766	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y51H4A.13	8221	0.650220897059067	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F22H10.11	8221	0.6468770513829784	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C55A6.4	8221	0.6462213345276914	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C44B9.2	8221	0.6457337830295345	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
K09C6.8	8221	0.6382701439567338	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
frk-1	8221	0.6371829518210246	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y116A8C.38	8221	0.6332939347686599	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F42G4.2	8221	0.6315226810359019	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
fbxa-202	8221	0.6314279287862323	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F35C11.2	8221	0.6311288159966656	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
H20J04.1	8221	0.6285095135304061	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C09B9.85	8221	0.6262164138073028	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F47B3.6	8221	0.621906524284403	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
kin-24	8221	0.6158770808855943	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F47B3.1	8221	0.6127064140167114	(0.8170019607843138, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y59E9AR.8	8221	0.6115485588996111	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C55B7.3	8221	0.6050201910578039	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
B0393.4	8221	0.6026362620410309	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
B0496.1	8221	0.6017049710186066	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y38F1A.7	8221	0.6013534966634263	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
W10C8.5	8221	0.6001407324392647	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C09H10.9	8221	0.5985967033504563	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F07D3.3	8221	0.5977134387060677	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C35E7.10	8221	0.5973949281311784	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
elo-7	8221	0.5951954181220224	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
fbxa-155	8221	0.5936425779409591	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F45E4.6	8221	0.5895478544065708	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C01G5.3	8221	0.5869704258352355	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y39B6A.25	8221	0.5861230407715118	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
selt-1.2	8221	0.5828027575785804	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
ptp-5.1	8221	0.5824224445905379	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C25G4.8	8221	0.5820332929384291	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C07E3.4	8221	0.5795385544993996	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F11G11.14	8221	0.5792956047844803	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
T15B7.14	8221	0.5747581933163156	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
scrm-8	8221	0.5722735081572407	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y116A8C.468	8221	0.5695222331727304	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F46A9.1	8221	0.567563159449757	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y24D9B.1	8221	0.564724852837218	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
Y43C5B.2	8221	0.5599940415230649	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
F58D5.8	8221	0.5463253312089194	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
C18E3.1	8221	0.5411393184207572	(0.8117705882352941, 0.0, 0.0, 1.0)	(0.8138631372549, 0.0, 0.0, 1.0)
